Date,1st_D,2nd_D,3rd_D,4th_D,5th_D,6th_D,Odd,Even,Prime,Non_Prime,% ODD,% EVEN,% Prime,% NonPrime
2014/3/11,49,51,53,56,58,81,4,2,1,5,67,33,17,83
2014/3/13,10,28,40,57,58,78,1,5,0,6,17,83,0,100
2014/3/15,1,5,22,24,41,43,4,2,4,2,67,33,67,33
2014/3/18,38,39,46,58,66,83,2,4,1,5,33,67,17,83
2014/3/20,15,18,28,49,51,77,4,2,0,6,67,33,0,100
2014/3/22,19,22,31,38,87,89,4,2,3,3,67,33,50,50
2014/3/25,28,36,42,70,74,78,0,6,0,6,0,100,0,100
2014/3/27,8,12,47,64,83,88,2,4,2,4,33,67,33,67
2014/3/29,12,21,57,68,86,88,2,4,0,6,33,67,0,100
2014/4/1,7,56,66,72,73,90,2,4,2,4,33,67,33,67
2014/4/3,40,47,59,64,79,89,4,2,4,2,67,33,67,33
2014/4/5,9,31,33,37,79,86,5,1,3,3,83,17,50,50
2014/4/8,11,61,64,76,82,87,3,3,2,4,50,50,33,67
2014/4/10,22,25,46,52,54,65,2,4,0,6,33,67,0,100
2014/4/12,14,29,34,62,65,89,3,3,2,4,50,50,33,67
2014/4/15,3,26,33,44,48,49,3,3,1,5,50,50,17,83
2014/4/17,11,20,51,63,68,88,3,3,1,5,50,50,17,83
2014/4/19,42,45,56,75,79,90,3,3,1,5,50,50,17,83
2014/4/22,14,16,21,24,62,78,1,5,0,6,17,83,0,100
2014/4/24,5,7,11,67,70,85,5,1,4,2,83,17,67,33
2014/4/26,3,9,13,25,42,81,5,1,2,4,83,17,33,67
2014/4/29,27,33,40,52,76,86,2,4,0,6,33,67,0,100
2014/5/3,15,33,45,60,72,85,4,2,0,6,67,33,0,100
2014/5/6,1,3,4,60,70,73,3,3,3,3,50,50,50,50
2014/5/8,6,9,54,70,78,79,2,4,1,5,33,67,17,83
2014/5/10,8,39,40,57,69,81,4,2,0,6,67,33,0,100
2014/5/13,3,5,16,54,58,68,2,4,2,4,33,67,33,67
2014/5/15,20,47,56,64,66,67,2,4,2,4,33,67,33,67
2014/5/17,5,31,36,68,75,90,3,3,2,4,50,50,33,67
2014/5/20,10,17,41,45,69,78,4,2,2,4,67,33,33,67
2014/5/22,8,23,48,56,59,78,2,4,2,4,33,67,33,67
2014/5/24,3,22,38,70,77,81,3,3,1,5,50,50,17,83
2014/5/27,32,37,52,53,66,83,3,3,3,3,50,50,50,50
2014/5/29,27,32,33,52,73,84,3,3,1,5,50,50,17,83
2014/5/31,1,6,7,10,14,56,2,4,2,4,33,67,33,67
2014/6/3,3,25,26,29,48,79,4,2,3,3,67,33,50,50
2014/6/5,11,31,43,70,74,80,3,3,3,3,50,50,50,50
2014/6/7,12,18,39,46,56,63,2,4,0,6,33,67,0,100
2014/6/10,27,29,30,42,48,73,3,3,2,4,50,50,33,67
2014/6/12,13,18,19,27,50,69,4,2,2,4,67,33,33,67
2014/6/14,3,31,45,48,71,76,4,2,3,3,67,33,50,50
2014/6/17,21,29,43,53,66,89,5,1,4,2,83,17,67,33
2014/6/19,16,19,24,36,39,81,3,3,1,5,50,50,17,83
2014/6/21,14,61,69,79,81,85,5,1,2,4,83,17,33,67
2014/6/24,3,22,31,42,73,88,3,3,3,3,50,50,50,50
2014/6/26,8,43,61,62,70,86,2,4,2,4,33,67,33,67
2014/6/28,17,20,41,42,49,81,4,2,2,4,67,33,33,67
2014/7/1,31,35,48,64,65,89,4,2,2,4,67,33,33,67
2014/7/3,1,13,21,25,61,63,6,0,3,3,100,0,50,50
2014/7/5,15,31,38,47,55,82,4,2,2,4,67,33,33,67
2014/7/8,5,8,32,43,59,85,4,2,3,3,67,33,50,50
2014/7/10,3,11,18,30,51,85,4,2,2,4,67,33,33,67
2014/7/12,11,20,48,52,70,74,1,5,1,5,17,83,17,83
2014/7/15,5,15,17,31,32,40,4,2,3,3,67,33,50,50
2014/7/17,6,11,12,28,59,79,3,3,3,3,50,50,50,50
2014/7/19,29,48,49,54,75,87,4,2,1,5,67,33,17,83
2014/7/22,7,32,58,60,66,69,2,4,1,5,33,67,17,83
2014/7/24,4,12,13,55,73,86,3,3,2,4,50,50,33,67
2014/7/26,1,10,26,28,29,62,2,4,2,4,33,67,33,67
2014/7/29,32,45,56,74,87,89,3,3,1,5,50,50,17,83
2014/7/31,14,19,22,66,80,90,1,5,1,5,17,83,17,83
2014/8/2,29,38,54,58,72,86,1,5,1,5,17,83,17,83
2014/8/5,2,19,22,41,77,89,4,2,4,2,67,33,67,33
2014/8/7,10,29,50,59,79,80,3,3,3,3,50,50,50,50
2014/8/9,9,10,26,53,68,72,2,4,1,5,33,67,17,83
2014/8/12,11,24,34,39,68,86,2,4,1,5,33,67,17,83
2014/8/14,4,12,24,61,73,75,3,3,2,4,50,50,33,67
2014/8/16,31,63,64,68,69,71,4,2,2,4,67,33,33,67
2014/8/19,15,30,62,63,67,74,3,3,1,5,50,50,17,83
2014/8/21,4,31,52,73,76,84,2,4,2,4,33,67,33,67
2014/8/23,16,45,51,58,60,71,3,3,1,5,50,50,17,83
2014/8/26,1,20,44,56,59,69,3,3,2,4,50,50,33,67
2014/8/28,22,39,51,78,83,84,3,3,1,5,50,50,17,83
2014/8/30,23,38,43,46,60,75,3,3,2,4,50,50,33,67
2014/9/2,6,20,27,31,32,36,2,4,1,5,33,67,17,83
2014/9/4,31,39,41,53,67,83,6,0,5,1,100,0,83,17
2014/9/6,26,33,53,61,73,82,4,2,3,3,67,33,50,50
2014/9/9,12,20,26,41,70,78,1,5,1,5,17,83,17,83
2014/9/11,13,14,56,58,79,82,2,4,2,4,33,67,33,67
2014/9/13,7,20,25,51,65,87,5,1,1,5,83,17,17,83
2014/9/16,1,15,16,23,24,52,3,3,2,4,50,50,33,67
2014/9/18,11,19,37,41,62,77,5,1,4,2,83,17,67,33
2014/9/20,15,36,39,50,57,76,3,3,0,6,50,50,0,100
2014/9/23,6,25,42,59,78,89,3,3,2,4,50,50,33,67
2014/9/25,4,45,59,77,78,79,4,2,2,4,67,33,33,67
2014/9/27,1,9,12,14,58,84,2,4,1,5,33,67,17,83
2014/9/30,28,33,49,55,59,76,4,2,1,5,67,33,17,83
2014/10/2,3,9,42,50,56,88,2,4,1,5,33,67,17,83
2014/10/4,2,6,11,62,70,71,2,4,3,3,33,67,50,50
2014/10/7,7,15,17,18,26,53,4,2,3,3,67,33,50,50
2014/10/9,17,20,26,41,45,89,4,2,3,3,67,33,50,50
2014/10/11,6,11,28,43,56,83,3,3,3,3,50,50,50,50
2014/10/14,19,21,38,45,51,69,5,1,1,5,83,17,17,83
2014/10/16,6,9,24,49,78,79,3,3,1,5,50,50,17,83
2014/10/18,20,40,44,53,66,72,1,5,1,5,17,83,17,83
2014/10/21,18,34,41,43,46,55,3,3,2,4,50,50,33,67
2014/10/23,7,21,44,53,59,64,4,2,3,3,67,33,50,50
2014/10/25,8,28,44,57,85,88,2,4,0,6,33,67,0,100
2014/10/28,26,30,32,36,44,61,1,5,1,5,17,83,17,83
2014/10/30,22,39,45,53,74,86,3,3,1,5,50,50,17,83
2014/11/4,13,18,23,29,58,88,3,3,3,3,50,50,50,50
2014/11/6,46,58,59,82,88,90,1,5,1,5,17,83,17,83
2014/11/8,21,33,69,73,81,84,5,1,1,5,83,17,17,83
2014/11/11,23,27,39,41,52,64,4,2,2,4,67,33,33,67
2014/11/13,2,38,47,50,55,79,3,3,3,3,50,50,50,50
2014/11/15,28,42,62,64,79,80,1,5,1,5,17,83,17,83
2014/11/18,38,58,65,66,72,88,1,5,0,6,17,83,0,100
2014/11/20,42,45,48,56,68,83,2,4,1,5,33,67,17,83
2014/11/22,22,25,55,58,82,85,3,3,0,6,50,50,0,100
2014/11/25,17,36,62,67,70,87,3,3,2,4,50,50,33,67
2014/11/27,13,18,26,53,54,70,2,4,2,4,33,67,33,67
2014/11/29,3,14,35,63,73,80,4,2,2,4,67,33,33,67
2014/12/2,9,25,35,59,76,81,5,1,1,5,83,17,17,83
2014/12/4,7,52,57,65,83,85,5,1,2,4,83,17,33,67
2014/12/6,10,11,21,54,73,82,3,3,2,4,50,50,33,67
2014/12/9,2,23,35,46,47,63,4,2,3,3,67,33,50,50
2014/12/11,20,22,24,25,48,79,2,4,1,5,33,67,17,83
2014/12/13,12,13,19,37,64,70,3,3,3,3,50,50,50,50
2014/12/16,15,35,45,69,82,84,4,2,0,6,67,33,0,100
2014/12/18,19,28,48,52,82,89,2,4,2,4,33,67,33,67
2014/12/20,1,13,24,26,29,77,4,2,3,3,67,33,50,50
2014/12/23,18,22,55,58,62,89,2,4,1,5,33,67,17,83
2014/12/27,15,25,31,39,82,88,4,2,1,5,67,33,17,83
2014/12/30,5,24,51,76,77,79,4,2,2,4,67,33,33,67
2015/1/3,14,26,31,40,58,68,1,5,1,5,17,83,17,83
2015/1/8,6,9,29,41,50,90,3,3,2,4,50,50,33,67
2015/1/10,2,13,22,37,48,90,2,4,3,3,33,67,50,50
2015/1/13,9,10,36,67,76,83,3,3,2,4,50,50,33,67
2015/1/15,2,5,7,12,23,42,3,3,4,2,50,50,67,33
2015/1/17,18,22,31,54,71,80,2,4,2,4,33,67,33,67
2015/1/20,2,11,15,39,84,87,4,2,2,4,67,33,33,67
2015/1/22,11,12,44,57,77,89,4,2,2,4,67,33,33,67
2015/1/24,22,23,24,59,63,81,4,2,2,4,67,33,33,67
2015/1/27,5,10,47,59,66,73,4,2,4,2,67,33,67,33
2015/1/29,27,29,58,64,67,80,3,3,2,4,50,50,33,67
2015/1/31,8,44,54,58,59,86,1,5,1,5,17,83,17,83
2015/2/3,12,29,43,56,60,75,3,3,2,4,50,50,33,67
2015/2/5,7,8,10,45,49,53,4,2,2,4,67,33,33,67
2015/2/7,24,27,38,40,56,81,2,4,0,6,33,67,0,100
2015/2/10,30,59,72,74,77,78,2,4,1,5,33,67,17,83
2015/2/12,25,32,44,56,77,87,3,3,0,6,50,50,0,100
2015/2/14,13,31,32,57,60,79,4,2,3,3,67,33,50,50
2015/2/17,20,27,40,60,61,66,2,4,1,5,33,67,17,83
2015/2/19,23,35,44,49,66,84,3,3,1,5,50,50,17,83
2015/2/21,5,16,33,48,57,87,4,2,1,5,67,33,17,83
2015/2/24,6,29,56,72,82,83,2,4,2,4,33,67,33,67
2015/2/26,17,41,44,57,73,86,4,2,3,3,67,33,50,50
2015/2/28,5,10,34,48,56,87,2,4,1,5,33,67,17,83
2015/3/3,16,26,48,61,63,87,3,3,1,5,50,50,17,83
2015/3/5,35,44,62,74,82,90,1,5,0,6,17,83,0,100
2015/3/7,26,36,56,68,73,81,2,4,1,5,33,67,17,83
2015/3/10,9,19,68,70,71,81,4,2,2,4,67,33,33,67
2015/3/12,7,36,38,63,73,90,3,3,2,4,50,50,33,67
2015/3/14,28,30,39,46,68,89,2,4,1,5,33,67,17,83
2015/3/17,10,13,21,36,66,69,3,3,1,5,50,50,17,83
2015/3/19,5,7,20,38,57,85,4,2,2,4,67,33,33,67
2015/3/21,4,7,9,19,55,58,4,2,2,4,67,33,33,67
2015/3/24,8,17,29,32,65,90,3,3,2,4,50,50,33,67
2015/3/26,10,21,40,46,79,84,2,4,1,5,33,67,17,83
2015/3/28,5,22,60,71,74,81,3,3,2,4,50,50,33,67
2015/3/31,3,15,23,33,46,78,4,2,2,4,67,33,33,67
2015/4/2,33,36,61,66,83,85,4,2,2,4,67,33,33,67
2015/4/4,11,38,44,48,56,83,2,4,2,4,33,67,33,67
2015/4/7,4,18,20,68,72,77,1,5,0,6,17,83,0,100
2015/4/9,7,25,30,44,47,68,3,3,2,4,50,50,33,67
2015/4/11,26,54,55,73,86,90,2,4,1,5,33,67,17,83
2015/4/14,36,45,56,79,81,90,3,3,1,5,50,50,17,83
2015/4/16,37,38,43,69,79,86,4,2,3,3,67,33,50,50
2015/4/18,10,11,18,36,47,85,3,3,2,4,50,50,33,67
2015/4/21,4,17,52,59,67,84,3,3,3,3,50,50,50,50
2015/4/23,8,13,27,34,47,83,4,2,3,3,67,33,50,50
2015/4/28,10,41,59,61,65,71,5,1,4,2,83,17,67,33
2015/4/30,18,28,31,33,55,78,3,3,1,5,50,50,17,83
2015/5/2,6,34,45,46,59,73,3,3,2,4,50,50,33,67
2015/5/5,7,31,33,78,86,87,4,2,2,4,67,33,33,67
2015/5/7,12,32,43,46,58,77,2,4,1,5,33,67,17,83
2015/5/9,31,40,52,55,62,76,2,4,1,5,33,67,17,83
2015/5/12,10,19,48,78,85,90,2,4,1,5,33,67,17,83
2015/5/14,19,25,42,51,55,56,4,2,1,5,67,33,17,83
2015/5/16,3,32,39,65,75,76,4,2,1,5,67,33,17,83
2015/5/19,6,20,43,44,46,67,2,4,2,4,33,67,33,67
2015/5/21,17,21,23,51,65,87,6,0,2,4,100,0,33,67
2015/5/23,4,24,29,31,39,71,4,2,3,3,67,33,50,50
2015/5/26,6,9,21,69,77,78,4,2,0,6,67,33,0,100
2015/5/28,6,33,57,61,80,83,4,2,2,4,67,33,33,67
2015/5/30,13,33,39,56,65,86,4,2,1,5,67,33,17,83
2015/6/4,14,17,23,45,87,88,4,2,2,4,67,33,33,67
2015/6/6,16,24,34,40,41,57,2,4,1,5,33,67,17,83
2015/6/9,15,21,58,80,82,86,2,4,0,6,33,67,0,100
2015/6/11,26,48,52,61,75,79,3,3,2,4,50,50,33,67
2015/6/13,19,35,36,38,45,80,3,3,1,5,50,50,17,83
2015/6/16,6,28,55,57,78,83,3,3,1,5,50,50,17,83
2015/6/18,18,21,28,62,84,90,1,5,0,6,17,83,0,100
2015/6/20,6,11,21,65,66,85,4,2,1,5,67,33,17,83
2015/6/23,20,24,26,33,42,80,1,5,0,6,17,83,0,100
2015/6/25,18,46,63,68,73,79,3,3,2,4,50,50,33,67
2015/6/27,17,22,45,48,53,61,4,2,3,3,67,33,50,50
2015/6/30,4,11,16,25,34,59,3,3,2,4,50,50,33,67
2015/7/2,8,17,30,61,78,88,2,4,2,4,33,67,33,67
2015/7/4,8,30,38,51,62,66,1,5,0,6,17,83,0,100
2015/7/7,19,25,31,78,83,88,4,2,3,3,67,33,50,50
2015/7/9,8,54,59,66,86,89,2,4,2,4,33,67,33,67
2015/7/11,8,30,34,39,42,58,1,5,0,6,17,83,0,100
2015/7/14,12,17,32,47,74,86,2,4,2,4,33,67,33,67
2015/7/16,22,27,29,49,69,87,5,1,1,5,83,17,17,83
2015/7/18,22,42,47,62,70,72,1,5,1,5,17,83,17,83
2015/7/21,1,21,63,70,79,84,4,2,2,4,67,33,33,67
2015/7/23,33,41,44,48,68,75,3,3,1,5,50,50,17,83
2015/7/25,2,20,21,40,45,65,3,3,1,5,50,50,17,83
2015/7/28,4,26,34,66,67,81,2,4,1,5,33,67,17,83
2015/7/30,13,18,25,26,35,61,4,2,2,4,67,33,33,67
2015/8/1,2,26,34,58,80,81,1,5,1,5,17,83,17,83
2015/8/4,34,53,77,78,83,89,4,2,3,3,67,33,50,50
2015/8/6,2,27,36,39,53,79,4,2,3,3,67,33,50,50
2015/8/8,3,7,17,26,55,72,4,2,3,3,67,33,50,50
2015/8/11,17,25,32,42,71,85,4,2,2,4,67,33,33,67
2015/8/13,4,17,34,41,66,78,2,4,2,4,33,67,33,67
2015/8/18,20,30,45,50,76,86,1,5,0,6,17,83,0,100
2015/8/20,4,14,31,68,70,74,1,5,1,5,17,83,17,83
2015/8/22,6,7,9,14,17,35,4,2,2,4,67,33,33,67
2015/8/25,3,18,19,65,81,88,4,2,2,4,67,33,33,67
2015/8/27,2,4,12,40,50,80,0,6,1,5,0,100,17,83
2015/8/29,7,28,44,55,57,78,3,3,1,5,50,50,17,83
2015/9/1,13,30,38,48,50,77,2,4,1,5,33,67,17,83
2015/9/3,13,18,19,49,78,87,4,2,2,4,67,33,33,67
2015/9/5,24,30,36,42,71,86,1,5,1,5,17,83,17,83
2015/9/8,41,50,54,60,75,88,2,4,1,5,33,67,17,83
2015/9/10,10,14,15,34,75,88,2,4,0,6,33,67,0,100
2015/9/12,11,24,46,48,68,82,1,5,1,5,17,83,17,83
2015/9/15,9,17,20,32,35,56,3,3,1,5,50,50,17,83
2015/9/17,8,9,42,71,78,79,3,3,2,4,50,50,33,67
2015/9/19,9,32,40,49,52,60,2,4,0,6,33,67,0,100
2015/9/22,10,26,50,55,62,81,2,4,0,6,33,67,0,100
2015/9/24,1,32,36,61,78,80,2,4,2,4,33,67,33,67
2015/9/26,1,37,69,74,77,89,5,1,3,3,83,17,50,50
2015/9/29,17,25,41,45,57,82,5,1,2,4,83,17,33,67
2015/10/1,2,17,21,49,69,74,4,2,2,4,67,33,33,67
2015/10/3,2,4,14,31,43,61,3,3,4,2,50,50,67,33
2015/10/6,8,11,17,27,62,84,3,3,2,4,50,50,33,67
2015/10/8,23,32,33,55,84,90,3,3,1,5,50,50,17,83
2015/10/10,32,41,45,47,78,90,3,3,2,4,50,50,33,67
2015/10/13,35,36,63,71,75,89,5,1,2,4,83,17,33,67
2015/10/15,7,9,16,24,32,40,2,4,1,5,33,67,17,83
2015/10/17,4,6,61,63,65,72,3,3,1,5,50,50,17,83
2015/10/20,18,34,58,60,64,88,0,6,0,6,0,100,0,100
2015/10/22,1,6,32,50,51,81,3,3,1,5,50,50,17,83
2015/10/24,9,14,33,38,46,87,3,3,0,6,50,50,0,100
2015/10/27,14,15,48,50,74,83,2,4,1,5,33,67,17,83
2015/10/29,4,16,40,57,71,84,2,4,1,5,33,67,17,83
2015/10/31,6,25,26,52,86,88,1,5,0,6,17,83,0,100
2015/11/3,30,41,47,71,79,86,4,2,4,2,67,33,67,33
2015/11/5,17,21,29,33,43,62,5,1,3,3,83,17,50,50
2015/11/7,2,19,22,46,51,54,2,4,2,4,33,67,33,67
2015/11/10,8,31,33,38,66,77,3,3,1,5,50,50,17,83
2015/11/12,19,22,31,41,54,87,4,2,3,3,67,33,50,50
2015/11/14,19,56,73,84,85,86,3,3,2,4,50,50,33,67
2015/11/17,27,29,39,54,59,74,4,2,2,4,67,33,33,67
2015/11/19,25,28,44,52,87,89,3,3,1,5,50,50,17,83
2015/11/21,13,25,33,53,75,83,6,0,3,3,100,0,50,50
2015/11/24,52,54,70,80,82,84,0,6,0,6,0,100,0,100
2015/11/26,12,36,45,67,77,88,3,3,1,5,50,50,17,83
2015/11/28,20,23,28,51,65,81,4,2,1,5,67,33,17,83
2015/12/1,31,39,55,58,85,87,5,1,1,5,83,17,17,83
2015/12/3,38,46,53,65,77,84,3,3,1,5,50,50,17,83
2015/12/5,1,28,34,42,49,77,3,3,1,5,50,50,17,83
2015/12/10,1,19,20,56,60,83,3,3,3,3,50,50,50,50
2015/12/12,18,20,46,47,55,66,2,4,1,5,33,67,17,83
2015/12/15,5,30,36,63,84,85,3,3,1,5,50,50,17,83
2015/12/17,11,44,56,81,83,87,4,2,2,4,67,33,33,67
2015/12/19,7,22,46,50,55,73,3,3,2,4,50,50,33,67
2015/12/22,18,22,23,57,60,69,3,3,1,5,50,50,17,83
2015/12/24,6,8,24,28,36,63,1,5,0,6,17,83,0,100
2015/12/29,15,20,57,72,76,89,3,3,1,5,50,50,17,83
2015/12/31,15,26,29,77,81,90,4,2,1,5,67,33,17,83
2016/1/2,1,17,39,41,56,65,5,1,3,3,83,17,50,50
2016/1/5,7,20,40,56,60,90,1,5,1,5,17,83,17,83
2016/1/7,10,38,61,62,74,86,1,5,1,5,17,83,17,83
2016/1/9,20,26,36,50,51,74,1,5,0,6,17,83,0,100
2016/1/12,3,9,28,42,50,79,3,3,2,4,50,50,33,67
2016/1/14,5,8,17,41,46,87,4,2,3,3,67,33,50,50
2016/1/16,11,17,48,52,70,90,2,4,2,4,33,67,33,67
2016/1/19,13,18,35,43,51,66,4,2,2,4,67,33,33,67
2016/1/21,2,12,32,57,61,81,3,3,2,4,50,50,33,67
2016/1/23,4,5,8,14,32,49,2,4,1,5,33,67,17,83
2016/1/26,24,45,50,60,63,87,3,3,0,6,50,50,0,100
2016/1/28,2,6,15,39,80,83,3,3,2,4,50,50,33,67
2016/1/30,13,24,51,68,77,81,4,2,1,5,67,33,17,83
2016/2/2,19,38,40,56,65,80,2,4,1,5,33,67,17,83
2016/2/4,7,21,31,39,46,69,5,1,2,4,83,17,33,67
2016/2/6,10,24,36,63,77,89,3,3,1,5,50,50,17,83
2016/2/9,11,26,46,56,58,78,1,5,1,5,17,83,17,83
2016/2/11,17,27,45,53,71,74,5,1,3,3,83,17,50,50
2016/2/13,2,30,49,66,74,80,1,5,1,5,17,83,17,83
2016/2/16,2,10,27,34,38,40,1,5,1,5,17,83,17,83
2016/2/18,12,26,30,51,57,89,3,3,1,5,50,50,17,83
2016/2/20,29,32,33,49,54,85,4,2,1,5,67,33,17,83
2016/2/23,2,14,58,74,80,82,0,6,1,5,0,100,17,83
2016/2/25,14,33,52,67,71,81,4,2,2,4,67,33,33,67
2016/2/27,19,22,28,48,49,85,3,3,1,5,50,50,17,83
2016/3/1,15,20,25,30,45,55,4,2,0,6,67,33,0,100
2016/3/3,8,16,29,49,56,62,2,4,1,5,33,67,17,83
2016/3/5,6,8,68,77,80,86,1,5,0,6,17,83,0,100
2016/3/8,8,27,32,51,52,89,3,3,1,5,50,50,17,83
2016/3/10,9,16,18,22,65,71,3,3,1,5,50,50,17,83
2016/3/12,29,37,52,67,80,82,3,3,3,3,50,50,50,50
2016/3/15,2,4,17,19,38,56,2,4,3,3,33,67,50,50
2016/3/17,1,12,65,67,76,86,3,3,2,4,50,50,33,67
2016/3/19,18,41,51,56,72,76,2,4,1,5,33,67,17,83
2016/3/22,17,31,32,43,59,71,5,1,5,1,83,17,83,17
2016/3/24,14,24,26,57,67,89,3,3,2,4,50,50,33,67
2016/3/26,28,43,67,68,72,79,3,3,3,3,50,50,50,50
2016/3/29,29,55,65,71,73,77,6,0,3,3,100,0,50,50
2016/3/31,17,28,63,78,84,88,2,4,1,5,33,67,17,83
2016/4/2,2,24,65,75,81,88,3,3,1,5,50,50,17,83
2016/4/5,12,23,28,32,42,85,2,4,1,5,33,67,17,83
2016/4/7,38,42,45,59,66,87,3,3,1,5,50,50,17,83
2016/4/9,2,5,12,33,54,59,3,3,3,3,50,50,50,50
2016/4/12,34,50,55,72,79,89,3,3,2,4,50,50,33,67
2016/4/14,1,2,6,42,67,83,3,3,4,2,50,50,67,33
2016/4/16,8,12,23,58,86,89,2,4,2,4,33,67,33,67
2016/4/19,14,30,61,86,88,90,1,5,1,5,17,83,17,83
2016/4/21,1,15,30,50,54,62,2,4,1,5,33,67,17,83
2016/4/23,10,11,15,33,79,83,5,1,3,3,83,17,50,50
2016/4/26,38,49,51,59,77,90,4,2,1,5,67,33,17,83
2016/4/28,10,11,24,30,48,63,2,4,1,5,33,67,17,83
2016/4/30,22,38,47,51,61,85,4,2,2,4,67,33,33,67
2016/5/3,14,29,58,72,75,85,3,3,1,5,50,50,17,83
2016/5/5,7,20,25,32,75,90,3,3,1,5,50,50,17,83
2016/5/7,3,32,34,36,82,87,2,4,1,5,33,67,17,83
2016/5/10,25,26,49,54,55,66,3,3,0,6,50,50,0,100
2016/5/12,10,25,52,54,59,84,2,4,1,5,33,67,17,83
2016/5/14,11,19,56,72,73,75,4,2,3,3,67,33,50,50
2016/5/17,1,10,19,44,68,74,2,4,2,4,33,67,33,67
2016/5/19,15,39,54,62,71,74,3,3,1,5,50,50,17,83
2016/5/21,9,11,20,35,66,68,3,3,1,5,50,50,17,83
2016/5/24,14,16,45,47,48,86,2,4,1,5,33,67,17,83
2016/5/26,1,32,34,58,64,86,1,5,1,5,17,83,17,83
2016/5/28,3,5,12,17,44,51,4,2,3,3,67,33,50,50
2016/5/31,8,18,33,41,62,71,3,3,2,4,50,50,33,67
2016/6/4,8,10,18,64,85,87,2,4,0,6,33,67,0,100
2016/6/7,24,29,45,63,65,70,4,2,1,5,67,33,17,83
2016/6/9,9,14,61,76,80,83,3,3,2,4,50,50,33,67
2016/6/11,27,30,34,40,52,68,1,5,0,6,17,83,0,100
2016/6/14,25,31,33,42,58,86,3,3,1,5,50,50,17,83
2016/6/16,18,19,29,47,59,68,4,2,4,2,67,33,67,33
2016/6/18,24,25,45,51,52,63,4,2,0,6,67,33,0,100
2016/6/21,4,30,31,45,49,85,4,2,1,5,67,33,17,83
2016/6/23,17,18,25,43,66,87,4,2,2,4,67,33,33,67
2016/6/25,11,14,44,54,85,87,3,3,1,5,50,50,17,83
2016/6/28,5,23,44,59,60,83,4,2,4,2,67,33,67,33
2016/6/30,30,31,32,34,50,51,2,4,1,5,33,67,17,83
2016/7/2,8,9,22,43,50,56,2,4,1,5,33,67,17,83
2016/7/5,22,26,43,50,59,65,3,3,2,4,50,50,33,67
2016/7/7,1,4,32,59,70,86,2,4,2,4,33,67,33,67
2016/7/9,12,34,44,45,53,68,2,4,1,5,33,67,17,83
2016/7/12,1,41,59,63,81,85,6,0,3,3,100,0,50,50
2016/7/14,38,56,61,67,72,82,2,4,2,4,33,67,33,67
2016/7/16,26,37,43,67,75,78,4,2,3,3,67,33,50,50
2016/7/19,4,10,28,29,48,52,1,5,1,5,17,83,17,83
2016/7/21,19,27,35,56,60,89,4,2,2,4,67,33,33,67
2016/7/23,1,30,42,61,76,88,2,4,2,4,33,67,33,67
2016/7/26,4,13,15,18,72,76,2,4,1,5,33,67,17,83
2016/7/28,29,37,38,61,63,85,5,1,3,3,83,17,50,50
2016/7/30,15,22,26,45,48,82,2,4,0,6,33,67,0,100
2016/8/2,34,54,57,84,89,90,2,4,1,5,33,67,17,83
2016/8/4,25,37,40,61,65,77,5,1,2,4,83,17,33,67
2016/8/6,23,34,58,61,71,77,4,2,3,3,67,33,50,50
2016/8/9,12,27,34,76,77,85,3,3,0,6,50,50,0,100
2016/8/11,31,65,78,85,89,90,4,2,2,4,67,33,33,67
2016/8/13,2,25,43,72,87,89,4,2,3,3,67,33,50,50
2016/8/16,9,12,18,63,64,73,3,3,1,5,50,50,17,83
2016/8/18,8,39,59,65,82,83,4,2,2,4,67,33,33,67
2016/8/20,10,29,35,44,49,65,4,2,1,5,67,33,17,83
2016/8/23,4,28,48,67,68,84,1,5,1,5,17,83,17,83
2016/8/25,16,28,40,43,57,61,3,3,2,4,50,50,33,67
2016/8/27,1,32,37,54,66,81,3,3,2,4,50,50,33,67
2016/8/30,6,9,17,47,66,86,3,3,2,4,50,50,33,67
2016/9/1,4,18,43,60,69,85,3,3,1,5,50,50,17,83
2016/9/3,4,29,35,46,82,85,3,3,1,5,50,50,17,83
2016/9/6,7,30,34,61,84,88,2,4,2,4,33,67,33,67
2016/9/8,6,12,47,51,60,79,3,3,2,4,50,50,33,67
2016/9/10,9,13,16,49,64,65,4,2,1,5,67,33,17,83
2016/9/13,9,22,48,66,68,83,2,4,1,5,33,67,17,83
2016/9/15,14,18,30,48,53,86,1,5,1,5,17,83,17,83
2016/9/17,2,4,10,59,68,88,1,5,2,4,17,83,33,67
2016/9/20,45,46,48,52,77,78,2,4,0,6,33,67,0,100
2016/9/22,4,11,34,49,55,83,4,2,2,4,67,33,33,67
2016/9/24,3,16,22,31,45,56,3,3,2,4,50,50,33,67
2016/9/27,36,41,55,81,83,85,5,1,2,4,83,17,33,67
2016/9/29,11,40,41,44,67,70,3,3,3,3,50,50,50,50
2016/10/1,18,19,57,74,80,82,2,4,1,5,33,67,17,83
2016/10/4,47,49,67,80,84,85,4,2,2,4,67,33,33,67
2016/10/6,2,12,26,52,59,80,1,5,2,4,17,83,33,67
2016/10/8,18,25,37,47,62,87,4,2,2,4,67,33,33,67
2016/10/11,11,12,17,53,71,76,4,2,4,2,67,33,67,33
2016/10/13,4,34,39,60,61,77,3,3,1,5,50,50,17,83
2016/10/15,4,7,36,72,78,81,2,4,1,5,33,67,17,83
