Date,1st_D,2nd_D,3rd_D,4th_D,5th_D,6th_D,Odd,Even,Prime,Non_Prime,% ODD,% EVEN,% Prime,% NonPrime
2022/2/17,36,48,67,77,85,87,4,2,1,5,67,33,17,83
2022/2/19,9,13,15,65,74,81,5,1,1,5,83,17,17,83
2022/2/22,9,15,29,59,64,74,4,2,2,4,67,33,33,67
2022/2/24,16,28,38,52,69,73,2,4,1,5,33,67,17,83
2022/2/26,6,24,38,52,84,87,1,5,0,6,17,83,0,100
2022/3/1,15,44,60,79,81,83,4,2,2,4,67,33,33,67
2022/3/3,31,33,40,43,47,80,4,2,3,3,67,33,50,50
2022/3/5,3,9,58,66,68,80,2,4,1,5,33,67,17,83
2022/3/8,3,15,16,21,31,80,4,2,2,4,67,33,33,67
2022/3/10,18,34,39,47,52,66,2,4,1,5,33,67,17,83
2022/3/12,24,32,41,56,76,80,1,5,1,5,17,83,17,83
2022/3/15,8,22,53,65,75,86,3,3,1,5,50,50,17,83
2022/3/17,14,52,53,54,55,86,2,4,1,5,33,67,17,83
2022/3/19,20,41,61,67,73,83,5,1,5,1,83,17,83,17
2022/3/22,27,30,49,68,74,88,2,4,0,6,33,67,0,100
2022/3/24,15,35,37,48,62,77,4,2,1,5,67,33,17,83
2022/3/26,22,38,74,81,84,89,2,4,1,5,33,67,17,83
2022/3/29,9,32,48,55,68,72,2,4,0,6,33,67,0,100
2022/3/31,15,43,51,59,64,74,4,2,2,4,67,33,33,67
2022/4/2,24,35,45,54,65,68,3,3,0,6,50,50,0,100
2022/4/5,5,21,48,63,83,86,4,2,2,4,67,33,33,67
2022/4/7,11,20,42,43,51,86,3,3,2,4,50,50,33,67
2022/4/9,2,22,27,42,52,89,2,4,2,4,33,67,33,67
2022/4/12,15,27,32,51,74,77,4,2,0,6,67,33,0,100
2022/4/14,5,8,22,38,50,55,2,4,1,5,33,67,17,83
2022/4/16,7,21,25,69,76,77,5,1,1,5,83,17,17,83
2022/4/19,32,41,63,71,76,89,4,2,3,3,67,33,50,50
2022/4/21,17,32,46,49,77,88,3,3,1,5,50,50,17,83
2022/4/23,6,18,23,33,57,71,4,2,2,4,67,33,33,67
2022/4/26,20,44,62,64,67,78,1,5,1,5,17,83,17,83
2022/4/28,24,61,65,67,71,90,4,2,3,3,67,33,50,50
2022/4/30,22,25,34,52,72,85,2,4,0,6,33,67,0,100
2022/5/3,13,24,44,47,66,80,2,4,2,4,33,67,33,67
2022/5/5,25,31,37,38,77,82,4,2,2,4,67,33,33,67
2022/5/7,29,41,43,46,51,81,5,1,3,3,83,17,50,50
2022/5/10,25,37,47,55,73,81,6,0,3,3,100,0,50,50
2022/5/12,21,26,28,54,80,85,2,4,0,6,33,67,0,100
2022/5/14,13,19,39,42,73,83,5,1,4,2,83,17,67,33
2022/5/17,26,29,32,48,65,79,3,3,2,4,50,50,33,67
2022/5/19,2,9,13,39,40,89,4,2,3,3,67,33,50,50
2022/5/21,2,20,25,67,78,80,2,4,2,4,33,67,33,67
2022/5/24,22,24,25,32,46,73,2,4,1,5,33,67,17,83
2022/5/26,10,14,17,32,45,87,3,3,1,5,50,50,17,83
2022/5/28,27,42,55,65,84,90,3,3,0,6,50,50,0,100
2022/5/31,21,34,35,48,63,82,3,3,0,6,50,50,0,100
2022/6/4,2,35,41,43,65,71,5,1,4,2,83,17,67,33
2022/6/7,21,31,49,69,77,90,5,1,1,5,83,17,17,83
2022/6/9,4,12,20,32,56,88,0,6,0,6,0,100,0,100
2022/6/11,5,8,18,28,33,59,3,3,2,4,50,50,33,67
2022/6/14,7,34,48,50,53,67,3,3,3,3,50,50,50,50
2022/6/16,31,54,56,60,66,82,1,5,1,5,17,83,17,83
2022/6/18,2,12,16,27,74,78,1,5,1,5,17,83,17,83
2022/6/21,12,16,32,46,60,83,1,5,1,5,17,83,17,83
2022/6/23,34,37,52,55,56,66,2,4,1,5,33,67,17,83
2022/6/25,4,30,42,46,58,89,1,5,1,5,17,83,17,83
2022/6/28,19,32,36,55,71,81,4,2,2,4,67,33,33,67
2022/6/30,6,9,12,16,32,79,2,4,1,5,33,67,17,83
2022/7/2,1,5,25,34,38,66,3,3,2,4,50,50,33,67
2022/7/5,16,17,49,66,82,86,2,4,1,5,33,67,17,83
2022/7/7,17,24,25,35,66,73,4,2,2,4,67,33,33,67
2022/7/9,28,31,41,51,70,83,4,2,3,3,67,33,50,50
2022/7/12,11,56,63,66,68,72,2,4,1,5,33,67,17,83
2022/7/14,3,11,28,39,65,75,5,1,2,4,83,17,33,67
2022/7/16,28,29,38,43,62,71,3,3,3,3,50,50,50,50
2022/7/19,2,17,27,44,78,79,3,3,3,3,50,50,50,50
2022/7/21,7,14,24,43,44,90,2,4,2,4,33,67,33,67
2022/7/23,29,32,46,56,66,90,1,5,1,5,17,83,17,83
2022/7/26,8,31,34,44,56,77,2,4,1,5,33,67,17,83
2022/7/28,19,20,22,54,72,88,1,5,1,5,17,83,17,83
2022/7/30,7,25,28,62,80,87,3,3,1,5,50,50,17,83
2022/8/2,9,25,26,49,68,74,3,3,0,6,50,50,0,100
2022/8/4,20,23,45,66,83,87,4,2,2,4,67,33,33,67
2022/8/6,1,21,29,40,42,58,3,3,2,4,50,50,33,67
2022/8/9,15,25,26,29,38,39,4,2,1,5,67,33,17,83
2022/8/11,6,32,34,56,58,87,1,5,0,6,17,83,0,100
2022/8/13,8,49,62,65,83,88,3,3,1,5,50,50,17,83
2022/8/16,13,19,59,74,81,84,4,2,3,3,67,33,50,50
2022/8/18,5,25,42,51,71,84,4,2,2,4,67,33,33,67
2022/8/20,19,28,31,58,77,85,4,2,2,4,67,33,33,67
2022/8/23,7,44,47,51,52,85,4,2,2,4,67,33,33,67
2022/8/25,33,41,42,84,86,88,2,4,1,5,33,67,17,83
2022/8/27,3,5,15,39,45,80,5,1,2,4,83,17,33,67
2022/8/30,6,11,23,45,57,75,5,1,2,4,83,17,33,67
2022/9/1,2,5,13,19,54,89,4,2,5,1,67,33,83,17
2022/9/3,22,25,30,37,44,76,2,4,1,5,33,67,17,83
2022/9/6,11,13,19,34,49,52,4,2,3,3,67,33,50,50
2022/9/8,18,26,39,50,71,90,2,4,1,5,33,67,17,83
2022/9/10,62,66,68,70,75,83,2,4,1,5,33,67,17,83
2022/9/13,5,9,16,20,23,69,4,2,2,4,67,33,33,67
2022/9/15,27,34,42,59,72,76,2,4,1,5,33,67,17,83
2022/9/17,1,10,14,18,42,60,1,5,1,5,17,83,17,83
2022/9/20,1,38,39,40,50,83,3,3,2,4,50,50,33,67
2022/9/22,15,30,42,65,75,81,4,2,0,6,67,33,0,100
2022/9/24,19,26,35,44,49,65,4,2,1,5,67,33,17,83
2022/9/27,5,22,42,49,62,63,3,3,1,5,50,50,17,83
2022/9/29,6,35,37,46,59,86,3,3,2,4,50,50,33,67
2022/10/1,3,11,14,26,67,82,3,3,3,3,50,50,50,50
2022/10/4,4,9,55,68,80,84,2,4,0,6,33,67,0,100
2022/10/6,10,20,28,62,70,87,1,5,0,6,17,83,0,100
2022/10/8,26,33,41,51,80,84,3,3,1,5,50,50,17,83
2022/10/11,1,33,35,39,46,58,4,2,1,5,67,33,17,83
2022/10/13,4,20,64,65,69,79,3,3,1,5,50,50,17,83
2022/10/15,12,26,34,69,74,83,2,4,1,5,33,67,17,83
2022/10/18,4,5,31,56,57,59,4,2,3,3,67,33,50,50
2022/10/20,6,8,39,65,67,69,4,2,1,5,67,33,17,83
2022/10/22,3,28,31,43,53,59,5,1,5,1,83,17,83,17
2022/10/25,1,19,41,48,68,71,4,2,4,2,67,33,67,33
2022/10/27,27,28,32,40,49,72,2,4,0,6,33,67,0,100
2022/10/29,15,32,66,74,79,86,2,4,1,5,33,67,17,83
2022/11/3,10,15,37,40,43,59,4,2,3,3,67,33,50,50
2022/11/5,11,18,41,50,63,74,3,3,2,4,50,50,33,67
2022/11/8,15,31,33,44,46,73,4,2,2,4,67,33,33,67
